"Region","Station","Date","Daily Rainfall Total (mm)","Mean Temperature (°C)","Maximum Temperature (°C)","Minimum Temperature (°C)","Latitude","Longitude"
"East","Changi",2020-10-17,0,29.7,33.6,27.5,1.3678,103.9823
"East","Changi",2020-10-18,1.2,28.2,30.6,24.6,1.3678,103.9823
"East","Changi",2020-10-19,0,28.8,31.8,26.6,1.3678,103.9823
"East","Changi",2020-10-20,0,27.9,30.2,26,1.3678,103.9823
"East","Changi",2020-10-21,4.4,28.5,33.5,25.1,1.3678,103.9823
"East","Changi",2020-10-22,3,27.7,31.6,24.8,1.3678,103.9823
"East","Changi",2020-10-23,0,28.7,31.5,27.1,1.3678,103.9823
"East","Changi",2020-10-24,0.4,27.8,29.6,26.4,1.3678,103.9823
"East","Changi",2020-10-25,14,28.4,33.7,22.2,1.3678,103.9823
"East","Changi",2020-10-26,1.2,27.1,28.9,24.6,1.3678,103.9823
"East","Changi",2020-10-27,0,29.6,34.1,26.4,1.3678,103.9823
"East","Changi",2020-10-28,8,27.7,29,25.3,1.3678,103.9823
"East","Changi",2020-10-29,0,28.3,32.4,26.3,1.3678,103.9823
"East","Changi",2020-10-30,0,28.5,32.4,25.4,1.3678,103.9823
"East","Changi",2020-10-31,9.6,27.7,33.2,24.5,1.3678,103.9823
"East","Changi",2020-11-01,0,27.4,30.9,25.1,1.3678,103.9823
"East","Changi",2020-11-02,23.8,26.9,30.4,24.6,1.3678,103.9823
"East","Changi",2020-11-03,0,29.1,33.8,26.7,1.3678,103.9823
"East","Changi",2020-11-04,0,28.8,32,26.8,1.3678,103.9823
"East","Changi",2020-11-05,23,29.3,31.9,24.6,1.3678,103.9823
"East","Changi",2020-11-06,0,28.8,33,25.7,1.3678,103.9823
"East","Changi",2020-11-07,1.6,27.4,29.9,25.5,1.3678,103.9823
"East","Changi",2020-11-08,0,29.5,32.7,28.2,1.3678,103.9823
"East","Changi",2020-11-09,3.2,27.5,32.2,24.6,1.3678,103.9823
"East","Changi",2020-11-10,0,27.8,31,25.4,1.3678,103.9823
"East","Changi",2020-11-11,0,28.3,31.8,24.9,1.3678,103.9823
"East","Changi",2020-11-12,0,27.8,32.7,23.6,1.3678,103.9823
"East","Changi",2020-11-13,0,29.1,33.1,26.4,1.3678,103.9823
"East","Changi",2020-11-14,4.6,28,31.8,25.8,1.3678,103.9823
"East","Changi",2020-11-15,19.2,27.4,31.9,24.8,1.3678,103.9823
"East","Changi",2020-11-16,8.6,27.6,31.6,25,1.3678,103.9823
"East","Changi",2020-11-17,0.8,27.3,32.5,25.6,1.3678,103.9823
"East","Changi",2020-11-18,0,28.5,33.4,24.9,1.3678,103.9823
"East","Changi",2020-11-19,0.8,27.3,30.4,25.5,1.3678,103.9823
"East","Changi",2020-11-20,0.2,27.9,33.3,25.7,1.3678,103.9823
"East","Changi",2020-11-21,7.6,26.7,32.1,24.5,1.3678,103.9823
"East","Changi",2020-11-22,17.4,26.2,31.5,23.8,1.3678,103.9823
"East","Changi",2020-11-23,7.4,26.1,29.8,24.1,1.3678,103.9823
"East","Changi",2020-11-24,0.2,26.1,28.1,24.8,1.3678,103.9823
"East","Changi",2020-11-25,0,26.6,29.4,25.1,1.3678,103.9823
"East","Changi",2020-11-26,5.4,26.2,27.8,25.2,1.3678,103.9823
"East","Changi",2020-11-27,0,27.2,30.3,25.2,1.3678,103.9823
"East","Changi",2020-11-28,4.2,26.5,29.2,23.7,1.3678,103.9823
"East","Changi",2020-11-29,0,27.6,31,25.4,1.3678,103.9823
"East","Changi",2020-11-30,11.8,27.2,31.8,24.6,1.3678,103.9823
"East","Changi",2020-12-01,0,27.7,32.3,25.3,1.3678,103.9823
"East","Changi",2020-12-02,0,27.9,31.9,25.4,1.3678,103.9823
"East","Changi",2020-12-03,0,28.9,32.8,25.8,1.3678,103.9823
"East","Changi",2020-12-04,0,28.7,32.9,26.6,1.3678,103.9823
"East","Changi",2020-12-05,0,29.7,32.4,28.2,1.3678,103.9823
"East","Changi",2020-12-06,0,29.1,31.6,27.2,1.3678,103.9823
"East","Changi",2020-12-07,0.2,28.7,31.2,25.9,1.3678,103.9823
"East","Changi",2020-12-08,0,27.9,30,26.8,1.3678,103.9823
"East","Changi",2020-12-09,7.4,26.3,30.6,24.1,1.3678,103.9823
"East","Changi",2020-12-10,0,28.5,30.8,27.1,1.3678,103.9823
"East","Changi",2020-12-11,0,29.3,33.3,27.3,1.3678,103.9823
"East","Changi",2020-12-12,30,26.2,31.4,23,1.3678,103.9823
"East","Changi",2020-12-13,1.8,27,31.7,23.7,1.3678,103.9823
"East","Changi",2020-12-14,20.6,26.4,31.9,23.4,1.3678,103.9823
"East","Changi",2020-12-15,0,27.2,31.9,24.5,1.3678,103.9823
"East","Changi",2020-12-16,12.2,25.9,29.5,24.2,1.3678,103.9823
"East","Changi",2020-12-17,0,26.7,31.1,24.7,1.3678,103.9823
"East","Changi",2020-12-18,19.4,25.5,27,23,1.3678,103.9823
"East","Changi",2020-12-19,0.6,26.6,30.2,24.5,1.3678,103.9823
"East","Changi",2020-12-20,1.6,26.9,31.4,24.8,1.3678,103.9823
"East","Changi",2020-12-21,0,27.3,31.1,25.2,1.3678,103.9823
"East","Changi",2020-12-22,0,28,32.4,25.1,1.3678,103.9823
"East","Changi",2020-12-23,5.6,27.6,32.7,25.4,1.3678,103.9823
"East","Changi",2020-12-24,7.6,26.8,29.5,24.3,1.3678,103.9823
"East","Changi",2020-12-25,14.2,28,32.5,25.1,1.3678,103.9823
"East","Changi",2020-12-26,1.2,27.5,31.5,23.9,1.3678,103.9823
"East","Changi",2020-12-27,2.2,27.2,31.8,24.1,1.3678,103.9823
"East","Changi",2020-12-28,0,28.1,31.7,26,1.3678,103.9823
"East","Changi",2020-12-29,3.2,26.6,30.3,24.9,1.3678,103.9823
"East","Changi",2020-12-30,0,27.8,31.8,25.1,1.3678,103.9823
"East","Changi",2020-12-31,0,27.7,31.7,25.3,1.3678,103.9823
"East","Changi",2021-01-01,134.4,24.5,26,21.9,1.3678,103.9823
"East","Changi",2021-01-02,0,26.9,30.1,24.6,1.3678,103.9823
"East","Changi",2021-01-03,0,28.3,34.2,25.4,1.3678,103.9823
"East","Changi",2021-01-04,0,30.4,34.3,26.9,1.3678,103.9823
"East","Changi",2021-01-05,0.2,28.4,31.9,25.8,1.3678,103.9823
"East","Changi",2021-01-06,0,29.2,32.3,27.7,1.3678,103.9823
"East","Changi",2021-01-07,2.2,29.2,32.4,27.5,1.3678,103.9823
"East","Changi",2021-01-08,20.4,27.7,30.9,23.1,1.3678,103.9823
"East","Changi",2021-01-09,5.6,28,31.9,24.8,1.3678,103.9823
"East","Changi",2021-01-10,59.6,26.8,30.6,23.4,1.3678,103.9823
"East","Changi",2021-01-11,20.2,26.9,32.3,25.1,1.3678,103.9823
"East","Changi",2021-01-12,0.2,29.6,33.9,26.6,1.3678,103.9823
"East","Changi",2021-01-13,2,25.4,27.7,23.6,1.3678,103.9823
"East","Changi",2021-01-14,0,25.7,29,23.3,1.3678,103.9823
"East","Changi",2021-01-15,0,26.8,30.5,24.4,1.3678,103.9823
"East","Changi",2021-01-16,0,27,30,24.9,1.3678,103.9823
"East","Changi",2021-01-17,0,27.1,30.5,25.2,1.3678,103.9823
"East","Changi",2021-01-18,0,26.5,28.9,25.2,1.3678,103.9823
"East","Changi",2021-01-19,0,26.4,29.7,24,1.3678,103.9823
"East","Changi",2021-01-20,0,26.4,29.6,24,1.3678,103.9823
"East","Changi",2021-01-21,0.8,26.5,30.7,24.1,1.3678,103.9823
"East","Changi",2021-01-22,3.2,26.3,30.8,24.1,1.3678,103.9823
"East","Changi",2021-01-23,28.4,26.1,30.6,23,1.3678,103.9823
"East","Changi",2021-01-24,0,26.7,31.2,23.5,1.3678,103.9823
"East","Changi",2021-01-25,0,27.4,31.6,25.1,1.3678,103.9823
"East","Changi",2021-01-26,0,27.3,31.5,24.6,1.3678,103.9823
"East","Changi",2021-01-27,0,26.8,30.2,24.4,1.3678,103.9823
"East","Changi",2021-01-28,10.8,26.4,30.4,23.1,1.3678,103.9823
"East","Changi",2021-01-29,0,26.9,30.6,24.5,1.3678,103.9823
"East","Changi",2021-01-30,0,27,30.5,24.7,1.3678,103.9823
"East","Changi",2021-01-31,1,26.4,30.3,24.1,1.3678,103.9823
"East","Changi",2021-02-01,210.6,23.1,24.1,21.7,1.3678,103.9823
"East","Changi",2021-02-02,0,26.9,30.3,25.4,1.3678,103.9823
"East","Changi",2021-02-03,0,28.3,33.8,25.3,1.3678,103.9823
"East","Changi",2021-02-04,11.4,28.6,34.7,24.8,1.3678,103.9823
"East","Changi",2021-02-05,0,29.4,33.4,26.1,1.3678,103.9823
"East","Changi",2021-02-06,0.4,29.3,32.5,27.4,1.3678,103.9823
"East","Changi",2021-02-07,0,28.9,33,26.8,1.3678,103.9823
"East","Changi",2021-02-08,0.2,28.5,32.9,26.4,1.3678,103.9823
"East","Changi",2021-02-09,63.4,25.7,27.5,22.9,1.3678,103.9823
"East","Changi",2021-02-10,0.4,26.4,29.1,23.8,1.3678,103.9823
"East","Changi",2021-02-11,39.4,26.3,32.4,24.4,1.3678,103.9823
"East","Changi",2021-02-12,14.2,26.2,28.6,22.9,1.3678,103.9823
"East","Changi",2021-02-13,0,27.7,32.2,25.5,1.3678,103.9823
"East","Changi",2021-02-14,0,27.1,31.1,25.2,1.3678,103.9823
"East","Changi",2021-02-15,0,27,30.7,24.7,1.3678,103.9823
"East","Changi",2021-02-16,0,26.6,30.6,24.4,1.3678,103.9823
"East","Changi",2021-02-17,0,27,31.2,24.4,1.3678,103.9823
"East","Changi",2021-02-18,0,26.9,31.1,24.1,1.3678,103.9823
"East","Changi",2021-02-19,0,27.1,31.1,25.1,1.3678,103.9823
"East","Changi",2021-02-20,0,27.2,31.5,25.3,1.3678,103.9823
"East","Changi",2021-02-21,0,27.2,31.9,24.9,1.3678,103.9823
"East","Changi",2021-02-22,0,27.2,31.6,24.8,1.3678,103.9823
"East","Changi",2021-02-23,0,27.1,32.9,24.1,1.3678,103.9823
"East","Changi",2021-02-24,0,26.7,31.2,24,1.3678,103.9823
"East","Changi",2021-02-25,0,27.4,32.3,24.1,1.3678,103.9823
"East","Changi",2021-02-26,0,27.6,33.7,24.2,1.3678,103.9823
"East","Changi",2021-02-27,0,28.2,33,25.2,1.3678,103.9823
"East","Changi",2021-02-28,0,28.3,33.5,25.4,1.3678,103.9823
"East","Changi",2021-03-01,5.6,24,25,21.7,1.3678,103.9823
"East","Changi",2021-03-02,0,27,30.3,25.1,1.3678,103.9823
"East","Changi",2021-03-03,0,28.5,33,25.6,1.3678,103.9823
"East","Changi",2021-03-04,2,27.8,33.3,26,1.3678,103.9823
"East","Changi",2021-03-05,0,29.5,33.5,27.1,1.3678,103.9823
"East","Changi",2021-03-06,1.2,29.6,32.5,27.3,1.3678,103.9823
"East","Changi",2021-03-07,25.4,28,32.7,23.5,1.3678,103.9823
"East","Changi",2021-03-08,7.2,28.4,32.2,23.2,1.3678,103.9823
"East","Changi",2021-03-09,0,28.2,31.9,25.3,1.3678,103.9823
"East","Changi",2021-03-10,0,28.6,32.8,25.4,1.3678,103.9823
"East","Changi",2021-03-11,1.4,27,30.8,24.6,1.3678,103.9823
"East","Changi",2021-03-12,0.2,27.2,32,24.8,1.3678,103.9823
"East","Changi",2021-03-13,0,28,33.2,24.8,1.3678,103.9823
"East","Changi",2021-03-14,12,27.5,32,24.8,1.3678,103.9823
"East","Changi",2021-03-15,19.4,27.7,32.9,24,1.3678,103.9823
"East","Changi",2021-03-16,1.4,28,31.9,25.5,1.3678,103.9823
"East","Changi",2021-03-17,0.6,27.5,32.7,24.7,1.3678,103.9823
"East","Changi",2021-03-18,0,28.1,33.1,26,1.3678,103.9823
"East","Changi",2021-03-19,0,28.7,33.2,26,1.3678,103.9823
"East","Changi",2021-03-20,0.6,28,32.6,26.2,1.3678,103.9823
"East","Changi",2021-03-21,0,28.9,33.5,25.6,1.3678,103.9823
"East","Changi",2021-03-22,0,28.6,33.5,25.7,1.3678,103.9823
"East","Changi",2021-03-23,1.2,28,33.2,25.3,1.3678,103.9823
"East","Changi",2021-03-24,38,25.7,30.6,24.3,1.3678,103.9823
"East","Changi",2021-03-25,1.6,26.2,29.2,24.5,1.3678,103.9823
"East","Changi",2021-03-26,0,28.3,32.3,25.8,1.3678,103.9823
"East","Changi",2021-03-27,13.2,27.1,31.3,24.1,1.3678,103.9823
"East","Changi",2021-03-28,0,28.4,33,25,1.3678,103.9823
"East","Changi",2021-03-29,8.8,27.5,32.5,24.8,1.3678,103.9823
"East","Changi",2021-03-30,11.8,27.7,32.9,25.1,1.3678,103.9823
"East","Changi",2021-03-31,33.6,28.5,34,23.3,1.3678,103.9823
"East","Changi",2021-04-01,0,25.2,28,22.9,1.3678,103.9823
"East","Changi",2021-04-02,0,26.7,30.8,24.5,1.3678,103.9823
"East","Changi",2021-04-03,0,28.5,33.3,25.4,1.3678,103.9823
"East","Changi",2021-04-04,42,27,29.2,23.8,1.3678,103.9823
"East","Changi",2021-04-05,0,29.4,33.2,26.4,1.3678,103.9823
"East","Changi",2021-04-06,0,30,33.7,27.5,1.3678,103.9823
"East","Changi",2021-04-07,3,26.3,28.6,24,1.3678,103.9823
"East","Changi",2021-04-08,1.4,27.2,28.7,23.8,1.3678,103.9823
"East","Changi",2021-04-09,0,28.6,32.2,25.9,1.3678,103.9823
"East","Changi",2021-04-10,0,29.1,32.5,26.1,1.3678,103.9823
"East","Changi",2021-04-11,28.2,27.3,32.7,24.1,1.3678,103.9823
"East","Changi",2021-04-12,0,27.5,31.2,25.5,1.3678,103.9823
"East","Changi",2021-04-13,0,28.8,32.1,26.7,1.3678,103.9823
"East","Changi",2021-04-14,0,28.5,32.5,24.6,1.3678,103.9823
"East","Changi",2021-04-15,18.4,26.8,32.5,23.5,1.3678,103.9823
"East","Changi",2021-04-16,0.2,27.7,30.4,25.5,1.3678,103.9823
"East","Changi",2021-04-17,83.8,25.8,31.2,23.1,1.3678,103.9823
"East","Changi",2021-04-18,0,28,32.6,24.5,1.3678,103.9823
"East","Changi",2021-04-19,0,28.4,32.6,26,1.3678,103.9823
"East","Changi",2021-04-20,0,29,32.8,25.6,1.3678,103.9823
"East","Changi",2021-04-21,0,29.1,32.8,27.1,1.3678,103.9823
"East","Changi",2021-04-22,10.8,27.2,31.1,25.2,1.3678,103.9823
"East","Changi",2021-04-23,0,29.1,33.1,26,1.3678,103.9823
"East","Changi",2021-04-24,32,26.4,28.1,23.5,1.3678,103.9823
"East","Changi",2021-04-25,0,28.8,32.6,25.2,1.3678,103.9823
"East","Changi",2021-04-26,8.8,28.3,32.9,25.1,1.3678,103.9823
"East","Changi",2021-04-27,1.6,27.7,31.7,25.7,1.3678,103.9823
"East","Changi",2021-04-28,0,28.4,32.7,25.2,1.3678,103.9823
"East","Changi",2021-04-29,0,29,33.4,26.5,1.3678,103.9823
"East","Changi",2021-04-30,0,28.7,32.7,26.3,1.3678,103.9823
"East","Changi",2021-05-01,4.2,26.3,31.6,23.8,1.3678,103.9823
"East","Changi",2021-05-02,0,26.8,31.6,23.7,1.3678,103.9823
"East","Changi",2021-05-03,0,28.8,34,26.2,1.3678,103.9823
"East","Changi",2021-05-04,33.8,27,32.7,24.5,1.3678,103.9823
"East","Changi",2021-05-05,0,28.1,32.3,26.1,1.3678,103.9823
"East","Changi",2021-05-06,0.6,29.6,32.4,27,1.3678,103.9823
"East","Changi",2021-05-07,1.6,28.1,30.5,26.1,1.3678,103.9823
"East","Changi",2021-05-08,0,28.9,32,27,1.3678,103.9823
"East","Changi",2021-05-09,0,28.6,32.3,26.7,1.3678,103.9823
"East","Changi",2021-05-10,7,28,29.7,23.2,1.3678,103.9823
"East","Changi",2021-05-11,5.6,26.5,31.8,24.6,1.3678,103.9823
"East","Changi",2021-05-12,0,27.3,30.7,26,1.3678,103.9823
"East","Changi",2021-05-13,0,29,32.6,26.1,1.3678,103.9823
"East","Changi",2021-05-14,39.8,28.4,30.6,25,1.3678,103.9823
"East","Changi",2021-05-15,20.6,28,31.1,24.7,1.3678,103.9823
"East","Changi",2021-05-16,0,29.3,33.4,26.5,1.3678,103.9823
"East","Changi",2021-05-17,5.6,28.6,30.9,22.9,1.3678,103.9823
"East","Changi",2021-05-18,25.8,26.4,28.7,23,1.3678,103.9823
"East","Changi",2021-05-19,3,27.7,30,25.8,1.3678,103.9823
"East","Changi",2021-05-20,0,28.8,31.8,25.7,1.3678,103.9823
"East","Changi",2021-05-21,49.8,27.8,32.6,24.3,1.3678,103.9823
"East","Changi",2021-05-22,0,27.8,30.3,26,1.3678,103.9823
"East","Changi",2021-05-23,0,29.5,32.3,27.1,1.3678,103.9823
"East","Changi",2021-05-24,0,29.8,33.3,27.5,1.3678,103.9823
"East","Changi",2021-05-25,0,30,32.8,28.1,1.3678,103.9823
"East","Changi",2021-05-26,0,29.6,32.4,27.9,1.3678,103.9823
"East","Changi",2021-05-27,1,29.4,33.2,27.4,1.3678,103.9823
"East","Changi",2021-05-28,0,29.2,33.4,26.5,1.3678,103.9823
"East","Changi",2021-05-29,35,28.3,30.6,24.7,1.3678,103.9823
"East","Changi",2021-05-30,0,29.1,33.5,26.9,1.3678,103.9823
"East","Changi",2021-05-31,0,29.3,31.9,27.4,1.3678,103.9823
"East","Changi",2021-06-01,0.8,26.6,29.9,24.8,1.3678,103.9823
"East","Changi",2021-06-02,0,27.6,31.5,25.6,1.3678,103.9823
"East","Changi",2021-06-03,0,28.8,33.7,26.1,1.3678,103.9823
"East","Changi",2021-06-04,0,28.4,32.9,25.1,1.3678,103.9823
"East","Changi",2021-06-05,23.2,27.5,31.1,24.3,1.3678,103.9823
"East","Changi",2021-06-06,0,29.7,33,26.6,1.3678,103.9823
"East","Changi",2021-06-07,0,28.2,30.5,26.4,1.3678,103.9823
"East","Changi",2021-06-08,0,28.7,32.3,26.2,1.3678,103.9823
"East","Changi",2021-06-09,29.8,28.1,32.9,23,1.3678,103.9823
"East","Changi",2021-06-10,0,29.8,33.8,27,1.3678,103.9823
"East","Changi",2021-06-11,3,27.7,32.5,24.8,1.3678,103.9823
"East","Changi",2021-06-12,0,27.8,31.5,25.9,1.3678,103.9823
"East","Changi",2021-06-13,15.2,28.4,31.7,23.6,1.3678,103.9823
"East","Changi",2021-06-14,0,29,33,26.2,1.3678,103.9823
"East","Changi",2021-06-15,1.8,27.6,31.8,25.4,1.3678,103.9823
"East","Changi",2021-06-16,0,28.1,31.7,25.2,1.3678,103.9823
"East","Changi",2021-06-17,0,29,32.9,25.8,1.3678,103.9823
"East","Changi",2021-06-18,23.8,26.6,29.5,23.4,1.3678,103.9823
"East","Changi",2021-06-19,0,28.2,32.6,25.9,1.3678,103.9823
"East","Changi",2021-06-20,1.6,27.4,31.8,23.5,1.3678,103.9823
"East","Changi",2021-06-21,0.2,28.6,32.8,24.7,1.3678,103.9823
"East","Changi",2021-06-22,0.2,28.4,31.5,24.9,1.3678,103.9823
"East","Changi",2021-06-23,0,29,33.6,25.3,1.3678,103.9823
"East","Changi",2021-06-24,6.8,28.2,32.9,24.3,1.3678,103.9823
"East","Changi",2021-06-25,6.2,27.4,31.6,25.8,1.3678,103.9823
"East","Changi",2021-06-26,11.4,27.8,31.9,24,1.3678,103.9823
"East","Changi",2021-06-27,0.4,27.5,29.6,26.3,1.3678,103.9823
"East","Changi",2021-06-28,0.2,28.8,32,26.1,1.3678,103.9823
"East","Changi",2021-06-29,15.4,27.6,32.3,23.9,1.3678,103.9823
"East","Changi",2021-06-30,0,28.1,32.3,24.4,1.3678,103.9823
"East","Changi",2021-07-01,7.2,24.3,25.3,23.7,1.3678,103.9823
"East","Changi",2021-07-02,0,27.6,32.7,24.6,1.3678,103.9823
"East","Changi",2021-07-03,36.4,26.5,33.6,23,1.3678,103.9823
"East","Changi",2021-07-04,0,29.2,33.3,26.1,1.3678,103.9823
"East","Changi",2021-07-05,0.2,28.5,32.8,26.2,1.3678,103.9823
"East","Changi",2021-07-06,0.8,29.6,32.1,27.3,1.3678,103.9823
"East","Changi",2021-07-07,0,28.5,31.6,26.3,1.3678,103.9823
"East","Changi",2021-07-08,1.8,28.7,32.4,26.2,1.3678,103.9823
"East","Changi",2021-07-09,0,28.6,32.7,26,1.3678,103.9823
"East","Changi",2021-07-10,0.4,29.8,33.7,27.3,1.3678,103.9823
"East","Changi",2021-07-11,10.6,27.2,31.4,24.5,1.3678,103.9823
"East","Changi",2021-07-12,0,28.1,31.8,25.7,1.3678,103.9823
"East","Changi",2021-07-13,75,25.1,27.1,23.2,1.3678,103.9823
"East","Changi",2021-07-14,0.4,27,28.9,24.7,1.3678,103.9823
"East","Changi",2021-07-15,0,28.5,32.2,25.2,1.3678,103.9823
"East","Changi",2021-07-16,0,29.6,32.8,27.8,1.3678,103.9823
"East","Changi",2021-07-17,0,29.3,32.3,27.3,1.3678,103.9823
"East","Changi",2021-07-18,0,29.5,32.5,27.1,1.3678,103.9823
"East","Changi",2021-07-19,0.2,28.6,31.7,27.2,1.3678,103.9823
"East","Changi",2021-07-20,0,29.5,32.6,26.6,1.3678,103.9823
"East","Changi",2021-07-21,0,29.6,32.7,27.3,1.3678,103.9823
"East","Changi",2021-07-22,0,29.8,32.9,27.3,1.3678,103.9823
"East","Changi",2021-07-23,2.2,29,33,25.9,1.3678,103.9823
"East","Changi",2021-07-24,0,29.3,33.2,26.8,1.3678,103.9823
"East","Changi",2021-07-25,0,29.9,32.9,27.5,1.3678,103.9823
"East","Changi",2021-07-26,0,29.6,32.4,27.6,1.3678,103.9823
"East","Changi",2021-07-27,0,29.5,32.1,27.3,1.3678,103.9823
"East","Changi",2021-07-28,0,29.6,33.1,27.4,1.3678,103.9823
"East","Changi",2021-07-29,0,29.8,32.8,27.7,1.3678,103.9823
"East","Changi",2021-07-30,0,30.1,33.4,28.1,1.3678,103.9823
"East","Changi",2021-07-31,9.6,28.6,31,23.8,1.3678,103.9823
"East","Changi",2021-08-01,40.6,25.3,28.5,23.4,1.3678,103.9823
"East","Changi",2021-08-02,0,27.6,32.1,24.7,1.3678,103.9823
"East","Changi",2021-08-03,0,27.7,33.3,23.7,1.3678,103.9823
"East","Changi",2021-08-04,33,27.8,33.1,24.6,1.3678,103.9823
"East","Changi",2021-08-05,0,28.2,30.9,26.4,1.3678,103.9823
"East","Changi",2021-08-06,0,29.3,32,26.3,1.3678,103.9823
"East","Changi",2021-08-07,0,29.3,32.5,26.7,1.3678,103.9823
"East","Changi",2021-08-08,0.4,27.5,32.4,25.5,1.3678,103.9823
"East","Changi",2021-08-09,16.2,28,31,22.5,1.3678,103.9823
"East","Changi",2021-08-10,0,29.7,32.8,27.3,1.3678,103.9823
"East","Changi",2021-08-11,1,27.4,29.4,25.9,1.3678,103.9823
"East","Changi",2021-08-12,0,28,31.2,25.9,1.3678,103.9823
"East","Changi",2021-08-13,0.2,28,31.3,26.4,1.3678,103.9823
"East","Changi",2021-08-14,16.6,27.4,31.3,23.6,1.3678,103.9823
"East","Changi",2021-08-15,3,27.9,31.3,24.6,1.3678,103.9823
"East","Changi",2021-08-16,0.4,27.8,32.3,24.5,1.3678,103.9823
"East","Changi",2021-08-17,5,26.9,30.5,25.3,1.3678,103.9823
"East","Changi",2021-08-18,3.2,26.4,28.1,25,1.3678,103.9823
"East","Changi",2021-08-19,29.4,27.3,31.7,23.1,1.3678,103.9823
"East","Changi",2021-08-20,71.4,25.5,27.7,21.9,1.3678,103.9823
"East","Changi",2021-08-21,0.6,27.5,29.6,25.2,1.3678,103.9823
"East","Changi",2021-08-22,15.2,26.6,31,25.4,1.3678,103.9823
"East","Changi",2021-08-23,0,27.5,30.5,24.7,1.3678,103.9823
"East","Changi",2021-08-24,13.2,25.8,27.6,23.7,1.3678,103.9823
"East","Changi",2021-08-25,0.2,26.3,28.3,24.3,1.3678,103.9823
"East","Changi",2021-08-26,18,27.3,31.4,23.9,1.3678,103.9823
"East","Changi",2021-08-27,0,27.6,31.5,25.1,1.3678,103.9823
"East","Changi",2021-08-28,0,28.8,31.8,26.9,1.3678,103.9823
"East","Changi",2021-08-29,18.6,26.7,31,23.8,1.3678,103.9823
"East","Changi",2021-08-30,39.8,25.9,28.3,23.4,1.3678,103.9823
"East","Changi",2021-08-31,18.8,27.1,31.8,23.9,1.3678,103.9823
"East","Changi",2021-09-01,23.8,25.6,28.7,23.9,1.3678,103.9823
"East","Changi",2021-09-02,0,27.7,32.1,25,1.3678,103.9823
"East","Changi",2021-09-03,0,28,32.8,24.9,1.3678,103.9823
"East","Changi",2021-09-04,0.2,28.5,32.2,24.9,1.3678,103.9823
"East","Changi",2021-09-05,6.8,27.8,33.1,26.2,1.3678,103.9823
"East","Changi",2021-09-06,2.4,28.8,31.3,25.8,1.3678,103.9823
"East","Changi",2021-09-07,0,29.3,32.5,27.2,1.3678,103.9823
"East","Changi",2021-09-08,0,28.7,32.6,24.7,1.3678,103.9823
"East","Changi",2021-09-09,0.2,28.8,31.6,26.9,1.3678,103.9823
"East","Changi",2021-09-10,0,29.9,33.3,27.9,1.3678,103.9823
"East","Changi",2021-09-11,21.2,27.1,32.8,24.3,1.3678,103.9823
"East","Changi",2021-09-12,0,28.2,32,25.6,1.3678,103.9823
"East","Changi",2021-09-13,3.8,27.1,28.9,25.4,1.3678,103.9823
"East","Changi",2021-09-14,0,28.3,30.7,26.9,1.3678,103.9823
"East","Changi",2021-09-15,0,28.8,32.5,26.6,1.3678,103.9823
"East","Changi",2021-09-16,0,28.9,32.5,26.9,1.3678,103.9823
"East","Changi",2021-09-17,0,29.2,32.8,26.7,1.3678,103.9823
"East","Changi",2021-09-18,0,28.9,32.7,27,1.3678,103.9823
"East","Changi",2021-09-19,0,28.1,30.2,26.1,1.3678,103.9823
"East","Changi",2021-09-20,0,29,32.1,26.3,1.3678,103.9823
"East","Changi",2021-09-21,0.4,29.4,32.4,27.4,1.3678,103.9823
"East","Changi",2021-09-22,0,29,32.1,25.8,1.3678,103.9823
"East","Changi",2021-09-23,6.8,28.6,31.3,24.3,1.3678,103.9823
"East","Changi",2021-09-24,0,29,32.8,27.2,1.3678,103.9823
"East","Changi",2021-09-25,0.6,28.8,32.9,26.8,1.3678,103.9823
"East","Changi",2021-09-26,24.6,28.9,33.3,23.5,1.3678,103.9823
"East","Changi",2021-09-27,4.8,27.1,33,24.6,1.3678,103.9823
"East","Changi",2021-09-28,2,27.4,32.4,24.6,1.3678,103.9823
"East","Changi",2021-09-29,0,28.4,32.6,25.5,1.3678,103.9823
"East","Changi",2021-09-30,47,26.5,28.3,24.5,1.3678,103.9823
"East","Changi",2021-10-01,204,23.9,24.6,23.3,1.3678,103.9823
"East","Changi",2021-10-02,0,27.4,31.4,25.2,1.3678,103.9823
"East","Changi",2021-10-03,0,28.1,33.1,24.7,1.3678,103.9823
"East","Changi",2021-10-04,0,29.2,33.2,26.1,1.3678,103.9823
"East","Changi",2021-10-05,0,29.3,33.6,26.3,1.3678,103.9823
"East","Changi",2021-10-06,1,28,32.5,25.8,1.3678,103.9823
"East","Changi",2021-10-07,11.2,26.4,28.2,24.4,1.3678,103.9823
"East","Changi",2021-10-08,0,29.4,32.5,27.3,1.3678,103.9823
"East","Changi",2021-10-09,0,27.5,29.8,23.6,1.3678,103.9823
"East","Changi",2021-10-10,28,28.1,31.9,23.9,1.3678,103.9823
"East","Changi",2021-10-11,19.8,26,28.7,24.3,1.3678,103.9823
"East","Changi",2021-10-12,6.4,27.4,31.9,25.1,1.3678,103.9823
"East","Changi",2021-10-13,5.4,29.5,32.7,27.7,1.3678,103.9823
"East","Changi",2021-10-14,0,29.7,32.6,27.8,1.3678,103.9823
"East","Changi",2021-10-15,0,29.7,33.2,26.3,1.3678,103.9823
